Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOG,HGLG11.SA,IBM,KNRI11.SA,MSFT,PETR3.SA,PETR4.SA,AAPL,GOOG,HGLG11.SA,IBM,KNRI11.SA,MSFT,PETR3.SA,PETR4.SA,AAPL,GOOG,HGLG11.SA,IBM,KNRI11.SA,MSFT,PETR3.SA,PETR4.SA,AAPL,GOOG,HGLG11.SA,IBM,KNRI11.SA,MSFT,PETR3.SA,PETR4.SA,AAPL,GOOG,HGLG11.SA,IBM,KNRI11.SA,MSFT,PETR3.SA,PETR4.SA,AAPL,GOOG,HGLG11.SA,IBM,KNRI11.SA,MSFT,PETR3.SA,PETR4.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-02 00:00:00+00:00,0.8067752718925476,4.841668128967285,,47.71735382080078,,17.61842155456543,,,0.955357015132904,4.85355806350708,,86.49139404296875,,28.239999771118164,,,0.9657139778137207,4.962648868560791,,87.20841217041016,,28.469999313354492,,,0.9357140064239502,4.815451145172119,,85.56405639648438,,28.030000686645508,,,0.9357140064239502,4.9509429931640625,,85.61185455322266,,28.260000228881836,,,729988000.0,455553149.0,,5636580.0,,89417100.0,,
2004-11-03 00:00:00+00:00,0.8340704441070557,4.762160778045654,,48.1024055480957,,17.761911392211914,3.697125196456909,2.6857471466064453,0.9876790046691895,4.773856163024902,,87.18929290771484,,28.469999313354492,12.7475004196167,11.706250190734863,1.0019639730453491,5.02117919921875,,87.85850524902344,,28.649999618530273,12.7475004196167,11.881250381469727,0.9641069769859314,4.750942230224609,,86.96940612792969,,28.309999465942383,12.7475004196167,11.662500381469727,0.9708930253982544,4.935998916625977,,87.23709106445312,,28.649999618530273,12.7475004196167,11.762499809265137,1204173600.0,557630330.0,,6854752.0,,79666700.0,29632000.0,31196800.0
2004-11-04 00:00:00+00:00,0.8211010098457336,4.588987350463867,,48.72478103637695,,18.092567443847656,3.7257654666900635,2.7015204429626465,0.9723209738731384,4.60025691986084,,88.31739807128906,,29.0,12.8462495803833,11.774999618530273,0.9919639825820923,4.742225170135498,,88.62332916259766,,29.0,12.8462495803833,11.856249809265137,0.9708930253982544,4.566633224487305,,86.82600402832031,,28.3799991607666,12.8462495803833,11.763750076293945,0.982679009437561,4.693408012390137,,87.04589080810547,,28.3799991607666,12.8462495803833,11.806249618530273,928625600.0,578544429.0,,7271374.0,,87867700.0,22041600.0,34819200.0
2004-11-05 00:00:00+00:00,0.8251731395721436,4.207606792449951,,49.19947052001953,,18.285968780517578,3.7957346439361572,2.747407913208008,0.9771429896354675,4.217939853668213,,89.17781829833984,,29.309999465942383,13.087499618530273,11.975000381469727,0.982142984867096,4.540481090545654,,89.40726470947266,,29.360000610351562,13.087499618530273,12.018750190734863,0.929286003112793,4.198015213012695,,88.33651733398438,,29.030000686645508,13.087499618530273,11.8125,0.9796429872512817,4.532511234283447,,88.33651733398438,,29.209999084472656,13.087499618530273,11.84749984741211,1205047200.0,796297573.0,,7016986.0,,95337700.0,34060800.0,30873600.0
2004-11-08 00:00:00+00:00,0.8200454711914062,4.287112236022949,,49.342159271240234,,18.26726531982422,3.755857467651367,2.7129921913146973,0.9710710048675537,4.297640800476074,,89.26386260986328,,29.280000686645508,12.949999809265137,11.824999809265137,0.9901790022850037,4.369622230529785,,89.57935333251953,,29.479999542236328,12.949999809265137,12.0625,0.9617859721183777,4.219184875488281,,88.43212127685547,,29.1299991607666,12.949999809265137,11.738750457763672,0.9691069722175598,4.257293224334717,,88.43212127685547,,29.18000030517578,12.949999809265137,12.0,526920800.0,449349985.0,,5133036.0,,112802100.0,26227200.0,31088000.0
2004-11-09 00:00:00+00:00,0.8150697350502014,4.191457748413086,,49.342159271240234,,18.572965621948242,3.7232275009155273,2.691483974456787,0.9651790261268616,4.201751232147217,,89.26386260986328,,29.770000457763672,12.837499618530273,11.731249809265137,0.974107027053833,4.363644123077393,,89.818359375,,29.889999389648438,12.837499618530273,11.893750190734863,0.9532139897346497,4.116321086883545,,88.9101333618164,,29.350000381469727,12.837499618530273,11.600000381469727,0.9683930277824402,4.336246967315674,,88.9101333618164,,29.43000030517578,12.837499618530273,11.8725004196167,475764800.0,444226854.0,,4720703.0,,100401000.0,28646400.0,22041600.0
2004-11-10 00:00:00+00:00,0.8256258368492126,4.170586585998535,,49.46895217895508,,18.548004150390625,3.7486047744750977,2.730198860168457,0.9776790142059326,4.180829048156738,,89.4933090209961,,29.729999542236328,12.925000190734863,11.899999618530273,0.9891070127487183,4.296894073486328,,90.15296173095703,,30.0,12.925000190734863,11.899999618530273,0.9626790285110474,4.142722129821777,,88.83364868164062,,29.690000534057617,12.925000190734863,11.789999961853027,0.963392972946167,4.250816822052002,,88.83364868164062,,29.920000076293945,12.925000190734863,11.789999961853027,508676000.0,427355853.0,,6546286.0,,84097700.0,44134400.0,17827200.0
2004-11-11 00:00:00+00:00,0.8339194059371948,4.54724645614624,,50.09255599975586,,18.70397186279297,3.7522294521331787,2.740236282348633,0.987500011920929,4.558413982391357,,90.62141418457031,,29.979999542236328,12.9375,11.943750381469727,0.9898210167884827,4.576595783233643,,91.03250122070312,,30.079999923706055,12.9375,11.943750381469727,0.9683930277824402,4.173605918884277,,89.42638397216797,,29.81999969482422,12.9375,11.800000190734863,0.981249988079071,4.212460994720459,,89.48374938964844,,29.889999389648438,12.9375,11.911250114440918,407299200.0,601666773.0,,7796256.0,,87358900.0,15833600.0,14278400.0
2004-11-12 00:00:00+00:00,0.8369349241256714,4.521903991699219,,50.37263870239258,,18.697734832763672,3.7823212146759033,2.747407913208008,0.9910709857940674,4.533009052276611,,91.12810516357422,,29.969999313354492,13.041250228881836,11.975000381469727,0.9944639801979065,4.727281093597412,,91.3001937866211,,30.200000762939453,13.041250228881836,12.056249618530273,0.9792860150337219,4.418438911437988,,90.40152740478516,,29.799999237060547,13.041250228881836,11.9375,0.98232102394104,4.613458156585693,,90.49713134765625,,30.15999984741211,13.041250228881836,11.973750114440918,395701600.0,672354740.0,,5186486.0,,162269000.0,20121600.0,30812800.0
